Phytochemical,Plant,CID,SMILES,Database,Target_Name,Gene_Symbol,UniProt_ID,ChEMBL_ID,Target_Class,Target_Key,Probability,P_Value,Max_Tc,Rank
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Arachidonate 5-lipoxygenase,,,,DNN(ECFP6),Homo sapiens,0.0,,,58
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Prelamin-A/C,,,,DNN(ECFP6),Homo sapiens,0.0,,,59
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HeLa,,,,DNN(ECFP6),Homo sapiens,0.0,,,60
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP6),Homo sapiens,0.0,,,61
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,MCF7,,,,DNN(ECFP6),Homo sapiens,0.0,,,62
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,A549,,,,DNN(ECFP6),Homo sapiens,0.0,,,63
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,KB,,,,DNN(AtomPair),Homo sapiens,0.3,,,64
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HL-60,,,,DNN(AtomPair),Homo sapiens,0.14,,,65
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,MDA-MB-231,,,,DNN(AtomPair),Homo sapiens,0.08,,,66
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,A549,,,,DNN(AtomPair),Homo sapiens,0.06,,,67
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HT-29,,,,DNN(AtomPair),Homo sapiens,0.04,,,68
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,SF-295,,,,DNN(AtomPair),Homo sapiens,0.04,,,69
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,A498,,,,DNN(AtomPair),Homo sapiens,0.03,,,70
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,K562,,,,DNN(AtomPair),Homo sapiens,0.03,,,71
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,PBMC,,,,DNN(AtomPair),Homo sapiens,0.03,,,72
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Acetylcholinesterase,,,,DNN(AtomPair),Homo sapiens,0.03,,,73
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(AtomPair),Homo sapiens,0.03,,,74
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HepG2,,,,DNN(AtomPair),Homo sapiens,0.03,,,75
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HCT-116,,,,DNN(AtomPair),Homo sapiens,0.02,,,76
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,Cytochrome P450 1A2,,,,DNN(AtomPair),Homo sapiens,0.02,,,77
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HeLa,,,,DNN(AtomPair),Homo sapiens,0.02,,,78
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,KB,,,,Consensus,Homo sapiens,0.3,,,79
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,A549,,,,Consensus,Homo sapiens,0.2,,,80
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HL-60,,,,Consensus,Homo sapiens,0.14,,,81
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,MCF7,,,,Consensus,Homo sapiens,0.13,,,82
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,MDA-MB-231,,,,Consensus,Homo sapiens,0.08,,,83
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,K562,,,,Consensus,Homo sapiens,0.07,,,84
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,PC-3,,,,Consensus,Homo sapiens,0.07,,,85
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HepG2,,,,Consensus,Homo sapiens,0.05,,,86
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HeLa,,,,Consensus,Homo sapiens,0.05,,,87
Abruquinone B,Abrus precatorius,3009614.0,COC1=C(OC)C(=O)C(C2COc3c(cc(OC)c(OC)c3OC)C2)=CC1=O,PPB3,HT-29,,,,Consensus,Homo sapiens,0.04,,,88
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,HL-60,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.12,,,1
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.11,,,2
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.08,,,3
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.04,,,4
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Aldehyde dehydrogenase 1A1,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,5
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,DNA polymerase beta,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,6
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,7
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,NAD-dependent protein deacetylase sirtuin-6,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,8
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Menin/Histone-lysine N-methyltransferase MLL,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,9
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Heat shock protein HSP 90-alpha,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,10
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,SW872,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,11
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,C8166,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,12
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,A2780,,,,DNN(ECFP4),Homo sapiens,0.27,,,13
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(ECFP4),Homo sapiens,0.19,,,14
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP4),Homo sapiens,0.18,,,15
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,LoVo,,,,DNN(ECFP4),Homo sapiens,0.17,,,16
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cytochrome P450 2C19,,,,DNN(ECFP4),Homo sapiens,0.16,,,17
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP4),Homo sapiens,0.16,,,18
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,MAP kinase ERK2,,,,DNN(ECFP4),Homo sapiens,0.16,,,19
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,5637,,,,DNN(ECFP4),Homo sapiens,0.13,,,20
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,KB,,,,DNN(ECFP4),Homo sapiens,0.11,,,21
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,NCI-H187,,,,DNN(ECFP4),Homo sapiens,0.11,,,22
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Menin/Histone-lysine N-methyltransferase MLL,,,,DNN(ECFP4),Homo sapiens,0.11,,,23
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cytochrome P450 3A4,,,,DNN(ECFP4),Homo sapiens,0.11,,,24
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(RDKit),Homo sapiens,0.09,,,25
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(RDKit),Homo sapiens,0.09,,,26
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(RDKit),Homo sapiens,0.07,,,27
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Microtubule-associated protein tau,,,,DNN(RDKit),Homo sapiens,0.04,,,28
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Bile acid transporter,,,,DNN(RDKit),Homo sapiens,0.04,,,29
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,H9,,,,DNN(RDKit),Homo sapiens,0.04,,,30
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,11-beta-hydroxysteroid dehydrogenase 2,,,,DNN(RDKit),Homo sapiens,0.04,,,31
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Aldehyde dehydrogenase 1A1,,,,DNN(RDKit),Homo sapiens,0.04,,,32
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,G-protein coupled bile acid receptor 1,,,,DNN(RDKit),Homo sapiens,0.03,,,33
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Survival motor neuron protein,,,,DNN(RDKit),Homo sapiens,0.03,,,34
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,HeLa,,,,DNN(RDKit),Homo sapiens,0.02,,,35
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(Layered),Homo sapiens,0.15,,,36
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(Layered),Homo sapiens,0.13,,,37
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Ubiquitin carboxyl-terminal hydrolase 2,,,,DNN(Layered),Homo sapiens,0.1,,,38
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Microtubule-associated protein tau,,,,DNN(Layered),Homo sapiens,0.07,,,39
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cytochrome P450 2C19,,,,DNN(Layered),Homo sapiens,0.07,,,40
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Menin/Histone-lysine N-methyltransferase MLL,,,,DNN(Layered),Homo sapiens,0.06,,,41
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Neuropeptide S receptor,,,,DNN(Layered),Homo sapiens,0.06,,,42
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,MAP kinase ERK2,,,,DNN(Layered),Homo sapiens,0.05,,,43
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,H9,,,,DNN(Layered),Homo sapiens,0.05,,,44
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Thyroid stimulating hormone receptor,,,,DNN(Layered),Homo sapiens,0.05,,,45
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Aldehyde dehydrogenase 1A1,,,,DNN(Layered),Homo sapiens,0.05,,,46
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(Layered),Homo sapiens,0.05,,,47
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cytochrome P450 19A1,,,,DNN(MHFP6),Homo sapiens,0.08,,,48
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(MHFP6),Homo sapiens,0.03,,,49
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Tyrosyl-DNA phosphodiesterase 1,,,,DNN(MHFP6),Homo sapiens,0.02,,,50
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(MHFP6),Homo sapiens,0.02,,,51
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,HUVEC,,,,DNN(MHFP6),Homo sapiens,0.02,,,52
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cannabinoid CB2 receptor,,,,DNN(MHFP6),Homo sapiens,0.02,,,53
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP6),Homo sapiens,0.82,,,54
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP6),Homo sapiens,0.77,,,55
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Survival motor neuron protein,,,,DNN(ECFP6),Homo sapiens,0.06,,,56
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(ECFP6),Homo sapiens,0.04,,,57
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Menin/Histone-lysine N-methyltransferase MLL,,,,DNN(ECFP6),Homo sapiens,0.04,,,58
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Huntingtin,,,,DNN(ECFP6),Homo sapiens,0.03,,,59
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Thyroid hormone receptor beta-1,,,,DNN(ECFP6),Homo sapiens,0.03,,,60
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Neuropeptide S receptor,,,,DNN(ECFP6),Homo sapiens,0.03,,,61
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP6),Homo sapiens,0.03,,,62
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Bloom syndrome protein,,,,DNN(ECFP6),Homo sapiens,0.03,,,63
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Nuclear factor NF-kappa-B p105 subunit,,,,DNN(ECFP6),Homo sapiens,0.02,,,64
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(AtomPair),Homo sapiens,0.35,,,65
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(AtomPair),Homo sapiens,0.31,,,66
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Nuclear factor NF-kappa-B p105 subunit,,,,DNN(AtomPair),Homo sapiens,0.17,,,67
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Thrombopoietin,,,,DNN(AtomPair),Homo sapiens,0.1,,,68
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Carboxylesterase 2,,,,DNN(AtomPair),Homo sapiens,0.06,,,69
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,DNN(AtomPair),Homo sapiens,0.05,,,70
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Glycine receptor subunit alpha-1,,,,DNN(AtomPair),Homo sapiens,0.04,,,71
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Serotonin 7 (5-HT7) receptor,,,,DNN(AtomPair),Homo sapiens,0.03,,,72
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Aldehyde dehydrogenase 1A1,,,,DNN(AtomPair),Homo sapiens,0.03,,,73
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,Consensus,Homo sapiens,0.82,,,74
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,Consensus,Homo sapiens,0.77,,,75
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,A2780,,,,Consensus,Homo sapiens,0.27,,,76
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Prelamin-A/C,,,,Consensus,Homo sapiens,0.19,,,77
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,LoVo,,,,Consensus,Homo sapiens,0.17,,,78
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Nuclear factor NF-kappa-B p105 subunit,,,,Consensus,Homo sapiens,0.17,,,79
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,Cytochrome P450 2C19,,,,Consensus,Homo sapiens,0.16,,,80
Borneol acetate,Abies alba,93009.0,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,PPB3,MAP kinase ERK2,,,,Consensus,Homo sapiens,0.16,,,81
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,HL-60,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.12,,,1
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.11,,,2
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.08,,,3
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Prelamin-A/C,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.04,,,4
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Aldehyde dehydrogenase 1A1,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,5
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,DNA polymerase beta,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,6
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,7
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,NAD-dependent protein deacetylase sirtuin-6,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,8
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Menin/Histone-lysine N-methyltransferase MLL,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,9
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Heat shock protein HSP 90-alpha,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,10
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,SW872,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,11
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,C8166,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.0,,,12
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,A2780,,,,DNN(ECFP4),Homo sapiens,0.27,,,13
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Prelamin-A/C,,,,DNN(ECFP4),Homo sapiens,0.19,,,14
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP4),Homo sapiens,0.18,,,15
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,LoVo,,,,DNN(ECFP4),Homo sapiens,0.17,,,16
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Cytochrome P450 2C19,,,,DNN(ECFP4),Homo sapiens,0.16,,,17
Bornyl acetate,Abies alba,93009.0,CC(=O)OC1CC2C(C1(C)CC2)(C)C,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP4),Homo sapiens,0.16,,,18
