Phytochemical,Plant,CID,SMILES,Database,Target_Name,Gene_Symbol,UniProt_ID,ChEMBL_ID,Target_Class,Target_Key,Probability,P_Value,Max_Tc,Rank
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,Prelamin-A/C,,,,DNN(ECFP6),Homo sapiens,0.0,,,59
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HeLa,,,,DNN(ECFP6),Homo sapiens,0.0,,,60
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP6),Homo sapiens,0.0,,,61
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,MCF7,,,,DNN(ECFP6),Homo sapiens,0.0,,,62
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,A549,,,,DNN(ECFP6),Homo sapiens,0.0,,,63
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,KB,,,,DNN(AtomPair),Homo sapiens,0.3,,,64
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HL-60,,,,DNN(AtomPair),Homo sapiens,0.14,,,65
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,MDA-MB-231,,,,DNN(AtomPair),Homo sapiens,0.08,,,66
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,A549,,,,DNN(AtomPair),Homo sapiens,0.06,,,67
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HT-29,,,,DNN(AtomPair),Homo sapiens,0.04,,,68
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,SF-295,,,,DNN(AtomPair),Homo sapiens,0.04,,,69
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,A498,,,,DNN(AtomPair),Homo sapiens,0.03,,,70
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,K562,,,,DNN(AtomPair),Homo sapiens,0.03,,,71
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,PBMC,,,,DNN(AtomPair),Homo sapiens,0.03,,,72
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,Acetylcholinesterase,,,,DNN(AtomPair),Homo sapiens,0.03,,,73
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(AtomPair),Homo sapiens,0.03,,,74
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HepG2,,,,DNN(AtomPair),Homo sapiens,0.03,,,75
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HCT-116,,,,DNN(AtomPair),Homo sapiens,0.02,,,76
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,Cytochrome P450 1A2,,,,DNN(AtomPair),Homo sapiens,0.02,,,77
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HeLa,,,,DNN(AtomPair),Homo sapiens,0.02,,,78
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,KB,,,,Consensus,Homo sapiens,0.3,,,79
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,A549,,,,Consensus,Homo sapiens,0.2,,,80
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HL-60,,,,Consensus,Homo sapiens,0.14,,,81
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,MCF7,,,,Consensus,Homo sapiens,0.13,,,82
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,MDA-MB-231,,,,Consensus,Homo sapiens,0.08,,,83
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,K562,,,,Consensus,Homo sapiens,0.07,,,84
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,PC-3,,,,Consensus,Homo sapiens,0.07,,,85
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HepG2,,,,Consensus,Homo sapiens,0.05,,,86
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HeLa,,,,Consensus,Homo sapiens,0.05,,,87
ABRUQUINONE-B,Abrus precatorius,3009614.0,COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,PPB3,HT-29,,,,Consensus,Homo sapiens,0.04,,,88
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HL-60,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.09,,,1
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HUVEC,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.09,,,2
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Protein-tyrosine phosphatase 1B,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.05,,,3
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HCT-8,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.05,,,4
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,KB,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.04,,,5
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HepG2,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.02,,,6
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,A549,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.02,,,7
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HBL-100,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.02,,,8
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,A-431,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.02,,,9
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MCF7,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.02,,,10
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cellular tumor antigen p53,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,11
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Niemann-Pick C1 protein,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,12
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Thyroid stimulating hormone receptor,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,13
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,"NACHT, LRR and PYD domains-containing protein 3",,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,14
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Corticotropin-releasing factor receptor 2/Corticotropin-releasing factor-binding protein,,,,DNN(ECFP4+MHFP6),Homo sapiens,0.01,,,15
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Arachidonate 5-lipoxygenase,,,,DNN(ECFP4),Homo sapiens,0.05,,,16
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1A2,,,,DNN(ECFP4),Homo sapiens,0.04,,,17
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Casein kinase II,,,,DNN(ECFP4),Homo sapiens,0.03,,,18
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,KB,,,,DNN(ECFP4),Homo sapiens,0.03,,,19
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Monocyte,,,,DNN(ECFP4),Homo sapiens,0.03,,,20
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HepG2,,,,DNN(ECFP4),Homo sapiens,0.02,,,21
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,microRNA 21,,,,DNN(ECFP4),Homo sapiens,0.02,,,22
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Androgen Receptor,,,,DNN(ECFP4),Homo sapiens,0.02,,,23
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 3A4,,,,DNN(ECFP4),Homo sapiens,0.02,,,24
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 2C19,,,,DNN(ECFP4),Homo sapiens,0.02,,,25
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP4),Homo sapiens,0.02,,,26
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,K562,,,,DNN(ECFP4),Homo sapiens,0.02,,,27
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MCF7,,,,DNN(ECFP4),Homo sapiens,0.01,,,28
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Microtubule-associated protein tau,,,,DNN(ECFP4),Homo sapiens,0.01,,,29
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cellular tumor antigen p53,,,,DNN(ECFP4),Homo sapiens,0.01,,,30
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP4),Homo sapiens,0.01,,,31
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Microtubule-associated protein tau,,,,DNN(RDKit),Homo sapiens,0.07,,,32
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Lysine-specific demethylase 4D-like,,,,DNN(RDKit),Homo sapiens,0.06,,,33
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 3A4,,,,DNN(RDKit),Homo sapiens,0.05,,,34
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Acetylcholinesterase,,,,DNN(RDKit),Homo sapiens,0.04,,,35
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,PBMC,,,,DNN(RDKit),Homo sapiens,0.04,,,36
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 2C19,,,,DNN(RDKit),Homo sapiens,0.04,,,37
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1A2,,,,DNN(RDKit),Homo sapiens,0.04,,,38
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Casein kinase II,,,,DNN(RDKit),Homo sapiens,0.04,,,39
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Histone deacetylase 6,,,,DNN(RDKit),Homo sapiens,0.04,,,40
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Lysosomal alpha-glucosidase,,,,DNN(RDKit),Homo sapiens,0.03,,,41
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Monocyte,,,,DNN(RDKit),Homo sapiens,0.03,,,42
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,ATP-dependent DNA helicase Q1,,,,DNN(RDKit),Homo sapiens,0.03,,,43
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Beta-secretase 1,,,,DNN(RDKit),Homo sapiens,0.03,,,44
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1A1,,,,DNN(RDKit),Homo sapiens,0.03,,,45
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Survival motor neuron protein,,,,DNN(RDKit),Homo sapiens,0.03,,,46
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 2C9,,,,DNN(RDKit),Homo sapiens,0.03,,,47
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Acetylcholinesterase,,,,DNN(Layered),Homo sapiens,0.21,,,48
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Butyrylcholinesterase,,,,DNN(Layered),Homo sapiens,0.11,,,49
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HepG2,,,,DNN(Layered),Homo sapiens,0.09,,,50
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HL-60,,,,DNN(Layered),Homo sapiens,0.09,,,51
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1B1,,,,DNN(Layered),Homo sapiens,0.07,,,52
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HeLa,,,,DNN(Layered),Homo sapiens,0.06,,,53
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,KB,,,,DNN(Layered),Homo sapiens,0.05,,,54
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(Layered),Homo sapiens,0.05,,,55
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Tyrosinase,,,,DNN(Layered),Homo sapiens,0.05,,,56
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Beta-secretase 1,,,,DNN(Layered),Homo sapiens,0.05,,,57
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,K562,,,,DNN(Layered),Homo sapiens,0.05,,,58
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Monoamine oxidase A,,,,DNN(Layered),Homo sapiens,0.04,,,59
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(Layered),Homo sapiens,0.04,,,60
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,K562,,,,DNN(MHFP6),Homo sapiens,0.56,,,61
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HepG2,,,,DNN(MHFP6),Homo sapiens,0.2,,,62
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HCT-116,,,,DNN(MHFP6),Homo sapiens,0.16,,,63
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MDA-MB-231,,,,DNN(MHFP6),Homo sapiens,0.16,,,64
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MCF7,,,,DNN(MHFP6),Homo sapiens,0.14,,,65
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HL-60,,,,DNN(MHFP6),Homo sapiens,0.12,,,66
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Jurkat,,,,DNN(MHFP6),Homo sapiens,0.11,,,67
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,PBMC,,,,DNN(MHFP6),Homo sapiens,0.11,,,68
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,PC-3,,,,DNN(MHFP6),Homo sapiens,0.1,,,69
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1A1,,,,DNN(MHFP6),Homo sapiens,0.09,,,70
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,A549,,,,DNN(MHFP6),Homo sapiens,0.09,,,71
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HEK293,,,,DNN(MHFP6),Homo sapiens,0.08,,,72
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HT-29,,,,DNN(MHFP6),Homo sapiens,0.07,,,73
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Cytochrome P450 1B1,,,,DNN(MHFP6),Homo sapiens,0.06,,,74
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,SW480,,,,DNN(MHFP6),Homo sapiens,0.06,,,75
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Arachidonate 5-lipoxygenase,,,,DNN(MHFP6),Homo sapiens,0.05,,,76
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,BJ,,,,DNN(MHFP6),Homo sapiens,0.04,,,77
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,A2780,,,,DNN(MHFP6),Homo sapiens,0.04,,,78
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,SK-N-SH,,,,DNN(ECFP6),Homo sapiens,0.57,,,79
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HL-60,,,,DNN(ECFP6),Homo sapiens,0.5,,,80
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MKN-28,,,,DNN(ECFP6),Homo sapiens,0.46,,,81
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,KB,,,,DNN(ECFP6),Homo sapiens,0.43,,,82
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HEp-2,,,,DNN(ECFP6),Homo sapiens,0.43,,,83
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,SH-SY5Y,,,,DNN(ECFP6),Homo sapiens,0.35,,,84
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Raji,,,,DNN(ECFP6),Homo sapiens,0.24,,,85
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Amyloid-beta A4 protein,,,,DNN(ECFP6),Homo sapiens,0.19,,,86
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,PC-9,,,,DNN(ECFP6),Homo sapiens,0.19,,,87
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,K562,,,,DNN(ECFP6),Homo sapiens,0.17,,,88
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP6),Homo sapiens,0.17,,,89
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,HepG2,,,,DNN(ECFP6),Homo sapiens,0.16,,,90
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Telomerase reverse transcriptase,,,,DNN(ECFP6),Homo sapiens,0.15,,,91
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP6),Homo sapiens,0.14,,,92
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,MCF7,,,,DNN(ECFP6),Homo sapiens,0.12,,,93
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,A-375,,,,DNN(ECFP6),Homo sapiens,0.12,,,94
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,H9,,,,DNN(ECFP6),Homo sapiens,0.12,,,95
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Ras-related protein Rab-9A,,,,DNN(AtomPair),Homo sapiens,0.25,,,96
Abrectorin,Abrus precatorius,44257585.0,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2)OC)O,PPB3,Microtubule-associated protein tau,,,,DNN(AtomPair),Homo sapiens,0.18,,,97
